cid,cmpdname,smiles,cell_line,predicted_score
156594042,"4-[[(1R)-2-[[(2R)-3-(1H-indol-3-yl)-2-methyl-2-[[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxycarbonylamino]propanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoic acid;(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentol",C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)N[C@](C)(CC3=CNC4=CC=CC=C43)C(=O)NC[C@@H](C5=CC=CC=C5)NC(=O)CCC(=O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,HUVEC,0.014432892203330994
6436133,"(1'R,2R,3S,4'S,6S,8'R,10'E,13'S,14'E,16'E,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",C[C@H]1C=C[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H](C([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C8CCCCC8,HUVEC,0.014655537903308868
23724784,(1R)-2-phenylcyclopropan-1-amine;sulfuric acid,C1[C@H](C1C2=CC=CC=C2)N.C1[C@H](C1C2=CC=CC=C2)N.OS(=O)(=O)O,HUVEC,0.01480429619550705
4631,Oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,HUVEC,0.014848925173282623
803,Indole-3-pyruvic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,HUVEC,0.015046171844005585
36431,Buspirone Hydrochloride,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl,HUVEC,0.015107065439224243
21772,Butriptyline,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C,HUVEC,0.015180841088294983
146156889,"4-[[2-[[(2R)-3-(1H-indol-3-yl)-2-methyl-2-[[(1S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxycarbonylamino]propanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoic acid",C[C@]12CCC(C1(C)C)CC2OC(=O)N[C@](C)(CC3=CNC4=CC=CC=C43)C(=O)NCC(C5=CC=CC=C5)NC(=O)CCC(=O)O,HUVEC,0.01527327299118042
2793,Clocapramine,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N,HUVEC,0.015390925109386444
51081,Pefloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,HUVEC,0.01568775624036789
44129648,"(S)-4-(4-((2-(3,5-diMethylphenyl)pyrrolidin-1-yl)Methyl)phenoxy)-3-fluorobenzaMide",CC1=CC(=CC(=C1)[C@@H]2CCCN2CC3=CC=C(C=C3)OC4=C(C=C(C=C4)C(=O)N)F)C,HUVEC,0.015696130692958832
122118,4((2-((3-(1H-Indol-3-yl)-2-methyl-1-oxo-2-(((1.7.7-trimethylbicyclo(2.2.1)hept-2-yl)oxy)carbonyl)amino)propyl)amino)-1-phenylethyl)amino-4-oxobutanoate N-methyl-D-glucamine,C[C@]12CC[C@H](C1(C)C)CC2OC(=O)N[C@](C)(CC3CNC4=CC=CC=C34)C(=O)NC[C@@H](C5=CC=CC=C5)NC(=O)CCC(=O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,HUVEC,0.015853554010391235
10624,Psilocybine,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,HUVEC,0.01636311411857605
2448,Bromperidol,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,HUVEC,0.01652953028678894
9884366,Pexacerfont,CC[C@@H](C)NC1=NC(=NC2=C(C(=NN21)C)C3=C(N=C(C=C3)OC)C)C,HUVEC,0.01680035889148712
16132438,Insulin lispro (5.97 MG),CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)CN.C[C@H]([C@@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC8=CC=CC=C8)N)O,HUVEC,0.01700911670923233
60558,Tandospirone citrate,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,HUVEC,0.017084673047065735
892,Inositol,C1(C(C(C(C(C1O)O)O)O)O)O,HUVEC,0.017205096781253815
439153,"1,4-Dihydronicotinamide adenine dinucleotide",C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,HUVEC,0.017389312386512756
4011,Maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,HUVEC,0.017906486988067627
2580,Carpipramine,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N,HUVEC,0.017951779067516327
11954319,Butriptyline hydrochloride,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C.Cl,HUVEC,0.017961129546165466
9833444,Sincalide,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)N,HUVEC,0.01807740330696106
44385784,"4-[[(1R)-2-[[(2R)-3-(1H-Indol-3-yl)-2-methyl-2-[(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl)oxycarbonylamino]propanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoic acid",CC1(C2CCC1(C(C2)OC(=O)N[C@](C)(CC3=CNC4=CC=CC=C43)C(=O)NC[C@@H](C5=CC=CC=C5)NC(=O)CCC(=O)O)C)C,HUVEC,0.018178924918174744
71433910,CID 71433910,CC1(C2CCC1(C(C2)OC(=O)N[C@@](C)(CC3=CNC4=CC=CC=C43)C(=O)NC[C@@H](C5=CC=CC=C5)NC(=O)CCC(=O)O)C)C,HUVEC,0.018491998314857483
11277418,1-(4-chlorophenyl)-4-(piperidin-1-yl)-1H-imidazol-2(5H)-one,C1CCN(CC1)C2=NC(=O)N(C2)C3=CC=C(C=C3)Cl,HUVEC,0.01867840439081192
18687754,Tyrima,C1=CC2=C(C=C1OCC(F)(F)F)OC3=C(S2(=O)=O)C=CC(=C3)F,HUVEC,0.01891946792602539
4496,Nimetazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,HUVEC,0.019221670925617218
108187,4-[[(1R)-2-[[(2R)-2-(2-adamantyloxycarbonylamino)-3-(1H-indol-3-yl)-2-methylpropanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoic acid,C[C@@](CC1=CNC2=CC=CC=C21)(C(=O)NC[C@@H](C3=CC=CC=C3)NC(=O)CCC(=O)O)NC(=O)OC4C5CC6CC(C5)CC4C6,HUVEC,0.01954507827758789
4506,Nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,HUVEC,0.019594714045524597
5074,Ritanserin,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,HUVEC,0.01966153085231781
9966051,Vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,HUVEC,0.019773751497268677
5282139,Pheniramine Maleate,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,HUVEC,0.020083025097846985
9909776,CID 9909776,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@@H](CO4)CO,HUVEC,0.020141564309597015
57347,Flesinoxan,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO,HUVEC,0.020177751779556274
3696,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HUVEC,0.02024618536233902
1615,"3,4-Methylenedioxymethamphetamine",CC(CC1=CC2=C(C=C1)OCO2)NC,HUVEC,0.02041839063167572
56843850,Vortioxetine Hydrobromide,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Br,HUVEC,0.02043842524290085
13519970,Ritanserin Tartrate,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,HUVEC,0.020458228886127472
6451144,Esmirtazapine maleate,CN1CCN2[C@H](C1)C3=CC=CC=C3CC4=C2N=CC=C4.C(=C\C(=O)O)\C(=O)O,HUVEC,0.020630262792110443
71172,Oxprenolol Hydrochloride,CC(C)NCC(COC1=CC=CC=C1OCC=C)O.Cl,HUVEC,0.02072390913963318
4174,Metyrapone,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,HUVEC,0.020845748484134674
9417,Opipramol,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,HUVEC,0.020861051976680756
6257,Mephenoxalone,COC1=CC=CC=C1OCC2CNC(=O)O2,HUVEC,0.020968981087207794
3085218,Esmirtazapine,CN1CCN2[C@H](C1)C3=CC=CC=C3CC4=C2N=CC=C4,HUVEC,0.021070048213005066
14190,Pyritinol,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C,HUVEC,0.021207138895988464
167305,Clorazepate Dipotassium,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],HUVEC,0.021415546536445618
6917977,Flesinoxan hydrochloride,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO.Cl,HUVEC,0.021740786731243134
121851,Alnespiron,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C3CC4=C(C=CC=C4OC)OC3.Cl,HUVEC,0.021993525326251984
1990,Acetohydroxamic Acid,CC(=O)NO,HUVEC,0.022034846246242523
4567,Nylidrin,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,HUVEC,0.022573769092559814
72303,Honokiol,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,HUVEC,0.022834107279777527
23691043,Clorazepate monopotassium,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[K+],HUVEC,0.022973060607910156
135413553,Etifoxine,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,HUVEC,0.022991523146629333
37367,Camazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,HUVEC,0.02321173995733261
11577221,Carpipramine dihydrochloride,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N.Cl.Cl,HUVEC,0.02351638674736023
108046,alpha-(4-Fluorophenyl)-4-(5-fluoro-2-pyrimidinyl)-1-piperazine butanol,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=NC=C(C=N3)F,HUVEC,0.023828528821468353
154731077,"4-[[(1S)-2-[[(2S)-3-(1H-indol-3-yl)-2-methyl-2-[[(2S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxycarbonylamino]propanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoate;methyl-[(2S,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl]azanium",CC1(C2CCC1([C@H](C2)OC(=O)N[C@@](C)(CC3=CNC4=CC=CC=C43)C(=O)NC[C@H](C5=CC=CC=C5)NC(=O)CCC(=O)[O-])C)C.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,HUVEC,0.02384258061647415
16363,Benperidol,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,HUVEC,0.02386343479156494
9829526,Siramesine,C1CN(CCC12C3=CC=CC=C3CO2)CCCCC4=CN(C5=CC=CC=C54)C6=CC=C(C=C6)F,HUVEC,0.02387741208076477
3025961,2-Methyl-6-(phenylethynyl)pyridine,CC1=NC(=CC=C1)C#CC2=CC=CC=C2,HUVEC,0.0239085853099823
3380,Flunitrazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,HUVEC,0.023910753428936005
3658,Hydroxyzine,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,HUVEC,0.024088792502880096
6918485,Isavuconazole,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,HUVEC,0.02445203810930252
23476,Defekton,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N.O.Cl.Cl,HUVEC,0.02472694218158722
104850,Rimonabant,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,HUVEC,0.024808645248413086
31640,Halazepam,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,HUVEC,0.02501046657562256
2789,Clobazam,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,HUVEC,0.025032639503479004
6426925,"(1'R,6S,10'E,14'E,16'E,21'R)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,6S)-5-[(2S,4S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",C[C@H]1C([C@H](C[C@@H](O1)OC2[C@@H](O[C@H](C[C@@H]2OC)OC\3C(/C=C/C=C/4\COC5C4([C@@H](C=C([C@H]5O)C)C(=O)OC6CC(C/C=C3\C)O[C@]7(C6)C=CC(C(O7)C8CCCCC8)C)O)C)C)OC)O,HUVEC,0.025077983736991882
2802,Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,HUVEC,0.02513676881790161
135869781,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(Z)-benzhydryloxyiminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N\OC(C5=CC=CC=C5)C6=CC=CC=C6)/C,HUVEC,0.025241874158382416
9844747,CID 9844747,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO,HUVEC,0.02621491253376007
9869458,"(2S)-5-carbamimidamido-2-(2,2-diphenylacetamido)-N-[(4-hydroxyphenyl)methyl]pentanamide",C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC3=CC=C(C=C3)O,HUVEC,0.026240848004817963
5311023,"(2R)-5-(diaminomethylideneamino)-2-[(2,2-diphenylacetyl)amino]-N-[(4-hydroxyphenyl)methyl]pentanamide",C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC3=CC=C(C=C3)O,HUVEC,0.026425756514072418
198746,"5-(3-((2S)-(1,4-Benzodioxan-2-ylmethyl)amino)propoxy)-1,3-benzodioxol hydrochloride",C1[C@@H](OC2=CC=CC=C2O1)CNCCCOC3=CC4=C(C=C3)OCO4.Cl,HUVEC,0.026469819247722626
121892,Retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,HUVEC,0.02690575271844864
3272524,"2,3-Dioxo-6-nitro-7-sulfamoylbenzo(f)quinoxaline",C1=CC2=C3C(=CC(=C2C(=C1)S(=O)(=O)N)[N+](=O)[O-])NC(=O)C(=O)N3,HUVEC,0.027000486850738525
679,Dimethyl Sulfoxide,CS(=O)C,HUVEC,0.027535371482372284
2519,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,HUVEC,0.027633607387542725
62935,Trazodone Hydrochloride,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,HUVEC,0.02767069637775421
108186,"4-[[(1R)-2-[[(2R)-2-(2-Adamantyloxycarbonylamino)-3-(1H-indol-3-yl)-2-methylpropanoyl]amino]-1-phenylethyl]amino]-4-oxobutanoic acid;(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentol",C[C@@](CC1=CNC2=CC=CC=C21)(C(=O)NC[C@@H](C3=CC=CC=C3)NC(=O)CCC(=O)O)NC(=O)OC4C5CC6CC(C5)CC4C6.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,HUVEC,0.027694478631019592
56971,Ipsapirone,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,HUVEC,0.02804456651210785
22114603,Anxiety Peptide;diazepam binding inhibitor human,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)CNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CCC(=O)N)N,HUVEC,0.02837294340133667
33746,Ketazolam,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C,HUVEC,0.028576575219631195
28425,Benzoctamine,CNCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,HUVEC,0.02900860458612442
3033621,Cinolazepam,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F,HUVEC,0.029109545052051544
4917,Prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,HUVEC,0.02937622368335724
3393,Flurazepam,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,HUVEC,0.029432065784931183
5533,Trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,HUVEC,0.029683023691177368
6917853,Loprazolam mesylate,CN1CCN(CC1)/C=C\2/C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl.CS(=O)(=O)O,HUVEC,0.02985616773366928
3742,Ioxaglic acid,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I,HUVEC,0.03008595108985901
3086514,BMY 14802 hydrochloride,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=NC=C(C=N3)F.Cl,HUVEC,0.03025101125240326
9862937,Fabomotizole,CCOC1=CC2=C(C=C1)N=C(N2)SCCN3CCOCC3,HUVEC,0.03029032051563263
4078,Mesoridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,HUVEC,0.030717507004737854
10331863,Raseglurant,CC1=CC(=NC(=C1N)C#CC2=CC(=CC=C2)F)C,HUVEC,0.03083888441324234
5391,Temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,HUVEC,0.031010590493679047
71416,Zolazepam Hydrochloride,CC1=NN(C2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F)C.Cl,HUVEC,0.03116205334663391
53398645,"2-Cyclohexyl-21',24'-dihydroxy-12'-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O,HUVEC,0.031164638698101044
62865,Cyamemazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,HUVEC,0.031416721642017365
5002,Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,HUVEC,0.03150807321071625
107950,"3-Methyl-6-[3-(trifluoromethyl)phenyl]-[1,2,4]triazolo[4,3-b]pyridazine",CC1=NN=C2N1N=C(C=C2)C3=CC(=CC=C3)C(F)(F)F,HUVEC,0.031699031591415405
16682734,Bismuth subsalicylate,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,HUVEC,0.0318312793970108
10252640,"1H-Pyrazolo(3,4-b)pyridin-4-amine, 5-(5-((2,4-dimethyl-5-thiazolyl)methyl)-1,3,4-oxadiazol-2-yl)-1-ethyl-n-(tetrahydro-2H-pyran-4-yl)-",CCN1C2=NC=C(C(=C2C=N1)NC3CCOCC3)C4=NN=C(O4)CC5=C(N=C(S5)C)C,HUVEC,0.03224192559719086
9908684,"7-(tert-Butyl)-6-((1-ethyl-1H-1,2,4-triazol-5-yl)methoxy)-3-(2-fluorophenyl)-[1,2,4]triazolo[4,3-b]pyridazine",CCN1C(=NC=N1)COC2=NN3C(=NN=C3C4=CC=CC=C4F)C=C2C(C)(C)C,HUVEC,0.03227582573890686
65464,Benzydamine hydrochloride,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,HUVEC,0.0323079451918602
40903,Suriclone,CN1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3,HUVEC,0.03234957158565521
2809,Clorazepic Acid,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,HUVEC,0.0323890745639801
4167,Metixene,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24,HUVEC,0.03248707205057144
4890,Prazepam,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,HUVEC,0.03261152654886246
135413552,Etifoxine hydrochloride,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3.Cl,HUVEC,0.03265954554080963
146156566,"(6S,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",CC1C=CC=C2COC3[C@@]2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)O[C@]7(C4)C=CC(C(O7)C8CCCCC8)C)O,HUVEC,0.03274641931056976
241,Benzene,C1=CC=CC=C1,HUVEC,0.03281755745410919
3033860,Loprazolam,CN1CCN(CC1)/C=C\2/C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,HUVEC,0.032923758029937744
88747,2-(1-Piperazinyl)pyrimidine,C1CN(CCN1)C2=NC=CC=N2,HUVEC,0.03336195647716522
487101,Delafloxacin,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=N4)N)F)F)F)O,HUVEC,0.03374795615673065
3299,Ethyl loflazepate,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,HUVEC,0.033836111426353455
71987,Indorenate,COC1=CC2=C(C=C1)NC=C2C(CN)C(=O)OC,HUVEC,0.03399248421192169
5502,Tofisopam,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,HUVEC,0.03409295529127121
37368,Flurazepam monohydrochloride,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl,HUVEC,0.03420879691839218
35775,Zolazepam,CC1=NN(C2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F)C,HUVEC,0.034337952733039856
